0	39	9.4854375
3	39	11.719125
6	39	14.9327692307692
9	39	9.00707142857143
12	39	9.58446428571429
15	39	8.8545
18	39	9.46934615384615
21	39	10.7972857142857
24	39	12.4191666666667
27	39	15.26357692
30	39	16.2790909090909
33	39	16.7075
36	39	15.197026514316
39	39	14.7564741694975
42	39	18.01
45	39	16.9579
48	39	15.1083
0	42	15.108
3	42	12.65659375
6	42	13.6292692307692
9	42	7.64285714285714
12	42	9.02828571428571
15	42	11.3205
18	42	7.46192307692308
21	42	13.2905
24	42	12.1666666666667
27	42	14.86607692
30	42	13.0079545454545
33	42	15.5261
36	42	12.038999426479
39	42	16.1709092513345
42	42	16.61475
45	42	17.0294
48	42	14.8408
0	45	16.058625
3	45	14.53125
6	45	17.8503076923077
9	45	13.2874285714286
12	45	8.52428571428571
15	45	15.084
18	45	10
21	45	13.00175
24	45	12.2602083333333
27	45	13.46703846
30	45	15.092
33	45	17.91785
36	45	14.3864649049279
39	45	17.2137909736621
42	45	16.82975
45	45	18.422
48	45	15.30815
0	48	16.03809375
3	48	13.4065625
6	48	15.776
9	48	8.92857142857143
12	48	5.65007142857143
15	48	7.77530769230769
18	48	11.3087307692308
21	48	9.5725
24	48	11.5833333333333
27	48	16.76992308
30	48	15.0025
33	48	17.5103
36	48	16.4200379406185
39	48	17.8339877354745
42	48	19.30415
45	48	15.9154
48	48	14.30035
0	51	16.7940625
3	51	10.51046875
6	51	16.2353076923077
9	51	9.92960714285714
12	51	8.94257142857143
15	51	7.542
18	51	11.4625769230769
21	51	12.1462142857143
24	51	12.421125
27	51	13.54392308
30	51	16.4545454545455
33	51	18.4068
36	51	16.7876648872811
39	51	17.2958927074602
42	51	18.8024
45	51	19.21665
48	51	18.3134
0	54	12.66875
3	54	13.4075625
6	54	21.8548076923077
9	54	8.85714285714286
12	54	9.15289285714286
15	54	10.7791153846154
18	54	5.539
21	54	14.0001785714286
24	54	15.5009166666667
27	54	12.92307692
30	54	15.6387272727273
33	54	17.12365
36	54	16.6876516521816
39	54	15.9725592270702
42	54	19.6092
45	54	18.0025
48	54	18.30685
0	57	11.2640625
3	57	15.85371875
6	57	14.5417307692308
9	57	6.28732142857143
12	57	10.0754642857143
15	57	7.84765384615385
18	57	7.69576923076923
21	57	13.2191071428571
24	57	11.5048333333333
27	57	12.31634615
30	57	15.4548181818182
33	57	16.71465
36	57	14.4770812193938
39	57	15.9706180791459
42	57	19.3093
45	57	14.21265
48	57	13.6033
0	60	13.2519375
3	60	13.128
6	60	14.5549230769231
9	60	12.1430714285714
12	60	8.2885
15	60	9.70726923076923
18	60	9.85096153846154
21	60	11.0009285714286
24	60	13.5023333333333
27	60	13.61734615
30	60	15.4569545454545
33	60	16.005
36	60	14.7445625799621
39	60	16.411743944942
42	60	19.6064
45	60	19.20935
48	60	18.7096
0	63	13.5029375
3	63	12.094125
6	63	22.1603846153846
9	63	14.7863928571429
12	63	8.50271428571429
15	63	8.23111538461538
18	63	12.7037307692308
21	63	13.0716071428571
24	63	11.5833333333333
27	63	12.77292308
30	63	16.9112727272727
33	63	17.514
36	63	13.4118762959368
39	63	16.2388935456832
42	63	18.7171
45	63	19.6023
48	63	19.7
0	66	14.164
3	66	12.37534375
6	66	13.8461538461538
9	66	13.00175
12	66	8.72482142857143
15	66	10.1611153846154
18	66	7.01057692307692
21	66	11.4287857142857
24	66	7.08383333333333
27	66	13.30792308
30	66	15.5478636363636
33	66	17.907
36	66	17.3823179070896
39	66	11.2953191864826
42	66	17.10115
45	66	21.5058
48	66	21.22355
0	69	14.35140625
3	69	14.25278125
6	69	14.0802692307692
9	69	16.3572857142857
12	69	8.07267857142857
15	69	10.3848846153846
18	69	7.25080769230769
21	69	12.0008571428571
24	69	8.08333333333333
27	69	13.30792308
30	69	16.0911818181818
33	69	16.2111
36	69	18.0881898795606
39	69	9.35280363524066
42	69	15.50515
45	69	20.448
48	69	20.5088
0	72	10.7914375
3	72	13.03665625
6	72	11.7702307692308
9	72	14.0716071428571
12	72	7.21746428571429
15	72	7.38461538461539
18	72	4.07765384615385
21	72	12.5002142857143
24	72	13.3356666666667
27	72	13.231
30	72	17.2920909090909
33	72	13.8
36	72	18.2646578726783
39	72	10.6894163321128
42	72	15.20035
45	72	17.40115
48	72	18.20685
0	75	15.28240625
3	75	12.7555
6	75	13.3866153846154
9	75	7.94432142857143
12	75	7.86007142857143
15	75	9.85096153846154
18	75	6.15576923076923
21	75	10.2867142857143
24	75	15.6686666666667
27	75	14.31284615
30	75	16.0002727272727
33	75	17.907
36	75	16.288922221732
39	75	18.2652755106543
42	75	14.0057
45	75	19.1094
48	75	17.9003
0	78	6.46875
3	78	12.37534375
6	78	16.8461538461538
9	78	12.8589285714286
12	78	10.9285714285714
15	78	13.4635
18	78	10.1724615384615
21	78	9.92882142857143
24	78	16.5841666666667
27	78	15.00965385
30	78	15.9114090909091
33	78	17.82275
36	78	11.1178365024044
39	78	18.7990029558389
42	78	18.90025
45	78	13.20605
48	78	14.61675
0	81	3.6670625
3	81	3.46875
6	81	17.6929615384615
9	81	11.0735
12	81	11.5749642857143
15	81	5.46207692307692
18	81	6.19265384615385
21	81	8.85714285714286
24	81	16.67
27	81	15.92326923
30	81	16.0919545454545
33	81	15.6029
36	81	14.8298848546345
39	81	17.117615917413
42	81	19.80225
45	81	15.6029
48	81	14.0057
0	84	13.5003125
3	84	12.845125
6	84	12.3115384615385
9	84	9.51314285714286
12	84	9.35960714285714
15	84	7.1555
18	84	5.79430769230769
21	84	15.7144642857143
24	84	19.7528333333333
27	84	17.85030769
30	84	16.0932272727273
33	84	16.4012
36	84	11.0306613138042
39	84	13.7656505051396
42	84	18.1011
45	84	16.4003
48	84	15.70125

