 1.00000000e+00 8.00000000e+00 4.07425168e+01
 2.00000000e+00 8.00000000e+00 4.07832657e+01
 3.00000000e+00 8.00000000e+00 3.98240146e+01
 4.00000000e+00 8.00000000e+00 3.98647635e+01
 5.00000000e+00 8.00000000e+00 3.99055124e+01
 6.00000000e+00 8.00000000e+00 4.09462613e+01
 7.00000000e+00 8.00000000e+00 3.99870102e+01
 8.00000000e+00 8.00000000e+00 4.00277591e+01
 9.00000000e+00 8.00000000e+00 4.00685080e+01
 1.00000000e+01 8.00000000e+00 4.01092569e+01
 1.10000000e+01 8.00000000e+00 4.01500058e+01
 1.20000000e+01 8.00000000e+00 4.11907547e+01
 1.30000000e+01 8.00000000e+00 4.12315036e+01
 1.40000000e+01 8.00000000e+00 4.22722525e+01
 1.50000000e+01 8.00000000e+00 4.13130014e+01
 1.60000000e+01 8.00000000e+00 3.93537503e+01
 1.70000000e+01 8.00000000e+00 3.93944992e+01
 1.80000000e+01 8.00000000e+00 3.94352481e+01
 1.90000000e+01 8.00000000e+00 4.04759971e+01
 2.00000000e+01 8.00000000e+00 4.05167460e+01
 2.10000000e+01 8.00000000e+00 4.15574949e+01
 2.20000000e+01 8.00000000e+00 4.25982438e+01
 2.30000000e+01 8.00000000e+00 4.16389927e+01
 2.40000000e+01 8.00000000e+00 4.16797416e+01
 2.50000000e+01 8.00000000e+00 4.17204905e+01
 2.60000000e+01 8.00000000e+00 4.17612394e+01
 2.70000000e+01 8.00000000e+00 4.18019883e+01
 2.80000000e+01 8.00000000e+00 4.28427372e+01
 2.90000000e+01 8.00000000e+00 4.28834861e+01
 3.00000000e+01 8.00000000e+00 4.19242350e+01
 3.10000000e+01 8.00000000e+00 4.09649839e+01
 3.20000000e+01 8.00000000e+00 4.10057328e+01
 3.30000000e+01 8.00000000e+00 4.10464817e+01
 3.40000000e+01 8.00000000e+00 4.10872306e+01
 3.50000000e+01 8.00000000e+00 4.21279795e+01
 3.60000000e+01 8.00000000e+00 4.21687284e+01
 3.70000000e+01 8.00000000e+00 4.32094773e+01
 3.80000000e+01 8.00000000e+00 4.32502262e+01
 3.90000000e+01 8.00000000e+00 4.32909751e+01
 4.00000000e+01 8.00000000e+00 4.23317240e+01
 4.10000000e+01 8.00000000e+00 4.23724729e+01
 4.20000000e+01 8.00000000e+00 4.34132218e+01
 4.30000000e+01 8.00000000e+00 4.34539707e+01
 4.40000000e+01 8.00000000e+00 4.34947196e+01
 4.50000000e+01 8.00000000e+00 4.35354686e+01
 4.60000000e+01 8.00000000e+00 4.25762175e+01
 4.70000000e+01 8.00000000e+00 4.26169664e+01
 4.80000000e+01 8.00000000e+00 4.26577153e+01
 4.90000000e+01 8.00000000e+00 4.36984642e+01
 5.00000000e+01 8.00000000e+00 4.27392131e+01
 5.10000000e+01 8.00000000e+00 4.17799620e+01
 5.20000000e+01 8.00000000e+00 4.18207109e+01
 5.30000000e+01 8.00000000e+00 4.18614598e+01
 5.40000000e+01 8.00000000e+00 4.29022087e+01
 5.50000000e+01 8.00000000e+00 4.39429576e+01
 5.60000000e+01 8.00000000e+00 4.39837065e+01
 5.70000000e+01 8.00000000e+00 4.40244554e+01
 5.80000000e+01 8.00000000e+00 4.40652043e+01
 5.90000000e+01 8.00000000e+00 4.21059532e+01
